person_id,id,name,character,role;
61438,tm50590,Brigitte Bako,Sarah,ACTOR;
8659,tm50590,Colm Feore,Hickman,ACTOR;
119677,tm50590,Vincent Gale,Newby,ACTOR;
7507,tm50590,William Morgan Sheppard,Long,ACTOR;
80855,tm50590,Alf Humphreys,Deputy,ACTOR;
33870,tm50590,Stuart Gillard,,DIRECTOR;
12421,tm115143,Beau Bridges,Clel Waller,ACTOR;
50,tm115143,Carl Lumbly,Nightjohn,ACTOR;
19406,tm115143,Bill Cobbs,Old man,ACTOR;
12517,tm115143,Gabriel Casseus,Outlaw,ACTOR;
94027,tm115143,Deborah Duke,Lethe,ACTOR;
49749,tm115143,Kathleen York,Callie Waller,ACTOR;
20128,tm115143,Tom Nowicki,Dr. Chamberlain,ACTOR;
668058,tm115143,Monica Ford,Egypt,ACTOR;
62577,tm115143,Shannon Eubanks,Fanny Bowen,ACTOR;
119777,tm115143,Gerald Brown,Joseph,ACTOR;
1150112,tm115143,Allison Jones,Sarny,ACTOR;
22928,tm115143,Lorraine Toussaint,Dealey,ACTOR;
178754,tm115143,Charles Burnett,,DIRECTOR;
108814,tm191983,Dan Cortese,Peter Slater,ACTOR;
35256,tm191983,Cynthia Gibb,Kelly Adams,ACTOR;
16119,tm191983,Brian Kerwin,Buck Adams,ACTOR;
45666,tm191983,Don S. Davis,Mayor Bob Hart,ACTOR;
19391,tm191983,Lynda Boyd,Maureen,ACTOR;
161320,tm191983,Graeme Campbell,,DIRECTOR;
174744,tm110169,Scott Valentine,John Davenport,ACTOR;
243762,tm110169,Katherine Kelly Lang,Diana Davenport,ACTOR;
29272,tm110169,John Enos III,Drew D'Arcy,ACTOR;
468896,tm110169,Mary Fanaro,Faith,ACTOR;
16570,tm110169,David Keith,Garrett Hill,ACTOR;
"453987,tm110169,""Roger Clinton, Jr."",Frank Riggio,ACTOR";
14952,tm110169,Traylor Howard,Fran,ACTOR;
27495,tm110169,Larry Brand,,DIRECTOR;
25965,tm45723,Kris Kristofferson,Jesse Ray Torrance,ACTOR;
19695,tm45723,Willie Nelson,Lee Walker,ACTOR;
277454,tm45723,Travis Tritt,Sheriff Dalton,ACTOR;
18272,tm45723,Waylon Jennings,Tobey Naylor,ACTOR;
10373,tm45723,Jonathan Banks,Sheriff Conklin,ACTOR;
126277,tm45723,Chad Willett,Bryce Naylor,ACTOR;
24050,tm45723,Sancho Gracia,Holden,ACTOR;
5286,tm45723,Pablo Scola,Campsite Thief,ACTOR;
47361,tm45723,Simón Andreu,Colonel Lupo,ACTOR;
47368,tm45723,Jorge Bosso,Mayor Hunter,ACTOR;
23192,tm45723,Leonor Watling,Claire,ACTOR;
20582,tm45723,Aldo Sambrell,Stagecoach Steward,ACTOR;
47363,tm45723,Marina Saura,Almeria Woman,ACTOR;
118823,tm45723,Bill Corcoran,,DIRECTOR;
"119473,tm126092,Kamal Haasan,""""""Gunaa"""" Gunasekharan"",ACTOR";
453009,tm126092,Roshini,Rohini (Abirami),ACTOR;
162757,tm126092,Rekha,Rosy,ACTOR;
145845,tm126092,Janagaraj,Gunaa's uncle (Chitappa),ACTOR;
251514,tm126092,S. P. Balasubramaniam,CBI officer Ramaiah,ACTOR;
69223,tm126092,Girish Karnad,Doctor Ganesh,ACTOR;
62784,tm126092,Sharat Saxena,Suresh Kumar aka S. K.,ACTOR;
846630,tm126092,Pradeep Shakti,Ismail,ACTOR;
472766,tm126092,Ananthu,Gunaa's cellmate,ACTOR;
418540,tm126092,Sethu Vinayagam,Doctor,ACTOR;
192226,tm126092,Ajay Rathnam,Inspector Moovendar,ACTOR;
215966,tm126092,S. Varalakshmi,Manonmani,ACTOR;
435562,tm126092,Kaaka Radhakrishnan,,ACTOR;
133051,tm126092,Santhana Bharathi,,DIRECTOR;
26365,tm788923,Julie Warner,Mimi Furst,ACTOR;
6172,tm788923,Lawrence Gilliard Jr.,Leon Turner / Leon Chame,ACTOR;
21894,tm788923,Terry Kinney,Richard Marx,ACTOR;
10062,tm788923,Rosanna Arquette,Junkie Artist,ACTOR;
4703,tm788923,Harvey Fierstein,Art Hoarder,ACTOR;
25395,tm788923,Daryl Mitchell,Mark,ACTOR;
57436,tm788923,Lisa Nicole Carson,Glinda,ACTOR;
20945,tm788923,Caroline Aaron,Virginia Past,ACTOR;
22620,tm788923,Novella Nelson,Leon's Mother,ACTOR;
4518,tm788923,Jared Harris,Jacob Reese,ACTOR;
2933,tm788923,Zach Grenier,Terry Seabrooks,ACTOR;
2969,tm788923,Gil Bellows,Punk Guy,ACTOR;
36359,tm788923,Tom McBride,Dan Belden,ACTOR;
7281,tm788923,Ruben Santiago-Hudson,Bum #2,ACTOR;
57492,tm788923,Shiek Mahmud-Bey,Bum #3,ACTOR;
14931,tm788923,Cleo King,Woman #1 with Cow,ACTOR;
35950,tm788923,Hazelle Goodman,Coffee Shop Waitress,ACTOR;
43279,tm788923,Robinson Frank Adu,Leon's Father,ACTOR;
136251,tm788923,Ken Selden,,DIRECTOR;
1024,tm190421,Michael Dudikoff,Michael Atherton,ACTOR;
10107,tm190421,Randy Travis,Kyle Tapert,ACTOR;
31546,tm190421,Valerie Wildman,Wendy,ACTOR;
27525,tm190421,Andrew Stevens,Jacob Finch / Narrator,ACTOR;
18277,tm190421,William Smith,Jerry Krants,ACTOR;
133663,tm190421,Eric Lawson,Paul,ACTOR;
249470,tm190421,Robert Donavan,Mayor Pete Sayers,ACTOR;
18287,tm190421,Cal Bartlett,Sheriff,ACTOR;
45456,tm190421,Matthew R. Anderson,Deputy Casey,ACTOR;
26864,tm190421,Peter Sherayko,Ed,ACTOR;
202901,tm190421,Marc Vahanian,Tyler,ACTOR;
312057,tm190421,Hoke Howell,Duncan,ACTOR;
725529,tm190421,Libby George,Gina,ACTOR;
368452,tm190421,William Langlois,Vince Krants,ACTOR;
462717,tm190421,Ryan Latshaw,Darien,ACTOR;
426854,tm190421,Pete Walsh,Daniel,ACTOR;
210611,tm190421,Robert Quarry,Examiner,ACTOR;
42711,tm190421,Neil Delama,Otis,ACTOR;
24567,tm190421,Kane Hodder,Fighter (uncredited),ACTOR;
135240,tm190421,Kimberly A. Ray,Saloon Girl (uncredited),ACTOR;
32304,tm190421,Nils Allen Stewart,Fighter (uncredited),ACTOR;
85833,tm190421,Fred Olen Ray,,DIRECTOR;
736500,tm345578,Paul Pino,Paul Pino,ACTOR;
11605,tm345578,Robert Redford,Robert Redford,ACTOR;
736498,tm345578,Anna Sofaer,Anna Sofaer,ACTOR;
736498,tm345578,Anna Sofaer,,DIRECTOR;
13499,tm192032,Michael Biehn,Smokey Banks,ACTOR;
61053,tm192032,Clarence Felder,Mike Stillwell,ACTOR;
454845,tm192032,Brock Pierce,Danny O'Neil,ACTOR;
34657,tm192032,Jennifer O'Neill,Ellen Stillwell,ACTOR;
23869,tm192032,Jennifer Blanc,Linnette,ACTOR;
11305,tm192032,Chris Owen,Steve,ACTOR;
36298,tm192032,Martin Spanjers,George,ACTOR;
80949,tm192032,Gus Rethwisch,Enforcer,ACTOR;
52767,tm192032,Michael O. Sajbel,,DIRECTOR;
9835,tm117437,Gerald McRaney,Tom Weston,ACTOR;
92078,tm117437,Josie Bissett,Bobbi Weston,ACTOR;
84652,tm117437,Peggy Lipton,Nancy Weston,ACTOR;
69982,tm117437,Alan Metzger,,DIRECTOR;
64437,tm203581,Rajinikanth,Tamilarasan/Tamilazhagan,ACTOR;
139305,tm203581,Roja Selvamani,Vimala,ACTOR;
136389,tm203581,Visu,Lawyer,ACTOR;
67677,tm203581,Radha Ravi,Raghupathi,ACTOR;
189607,tm203581,Sujatha,Janaki,ACTOR;
67678,tm203581,Vijayakumar,Supervisor,ACTOR;
136531,tm203581,Srividya,,ACTOR;
132795,tm203581,S. S. Chandran,Seethapathi,ACTOR;
65085,tm203581,Nizhalgal Ravi,Gajapathi,ACTOR;
175632,tm203581,Goundamani,Lawyer's P.A,ACTOR;
303322,tm203581,Ravichandran,Tamilazhagan's Father,ACTOR;
143172,tm203581,Charle,Tamilarasan's Friend,ACTOR;
67676,tm203581,Vivek,Tamilarasan's Friend,ACTOR;
192225,tm203581,Thalapathi Dinesh,,ACTOR;
456594,tm203581,Prathapa Chandran,Doctor,ACTOR;
146673,tm203581,Uday Prakash,,ACTOR;
66477,tm203581,Puneet Issar,,ACTOR;
67383,tm203581,Mayilsamy,,ACTOR;
146859,tm203581,Madhan Bob,,ACTOR;
456911,tm203581,Viji,,ACTOR;
432858,tm203581,Rupini,Special Appearance,ACTOR;
452187,tm203581,Pallavi,Special Appearance,ACTOR;
172843,tm203581,P. Vasu,,DIRECTOR;
22426,tm189309,Frank Rossi,Nick August,ACTOR;
7373,tm189309,Ben Cross,Carlo Augustine,ACTOR;
46953,tm189309,Tahnee Welch,Gabrielle Dupré,ACTOR;
9719,tm189309,Lance Henriksen,Agent Winslow,ACTOR;
20236,tm189309,Joseph Ruskin,Manny Kohen,ACTOR;
54196,tm189309,Lynn-Holly Johnson,Mrs. Augustine,ACTOR;
598230,tm189309,Philip Tan,Wing,ACTOR;
472072,tm189309,Joseph Vittorie,,DIRECTOR;
66681,tm455118,Lisa Hartman,Lael Pritcher,ACTOR;
120902,tm455118,Alex Doduk,Ace Pritcher,ACTOR;
56873,tm455118,William Russ,Van Stein,ACTOR;
38870,tm455118,Anne Francis,Catherine Pritcher,ACTOR;
65112,tm455118,Scott Hylands,Solomon John,ACTOR;
19760,tm455118,Carmen Argenziano,Chief Heman,ACTOR;
2180,tm455118,Paul McGillion,Mr. McQuinn,ACTOR;
91299,tm455118,Jameson Parker,Mike Pritcher,ACTOR;
15637,tm455118,Stephen E. Miller,Deputy Johnson,ACTOR;
24958,tm455118,Sergio Calderón,Temo,ACTOR;
66345,tm455118,Paul Schneider,,DIRECTOR;
475729,tm125779,Trixxie Bowie,Isha,ACTOR;
475730,tm125779,Charles Laulette,Professor Erickson,ACTOR;
435940,tm125779,Deborah Thompson Duda,Kelly (as Deborah Carlin),ACTOR;
318559,tm125779,Michael McKay,Jeff,ACTOR;
426724,tm125779,Josh Holland,Tony,ACTOR;
81700,tm125779,Adam Lieberman,Mark,ACTOR;
475732,tm125779,Victor Newmark,Eric,ACTOR;
672562,tm125779,Al Darrouch,Dave,ACTOR;
672561,tm125779,Brenda Holiday,'Shock-Ra' Lead Singer,ACTOR;
451288,tm125779,Alison Cuffe,Tina,ACTOR;
475733,tm125779,C.B. Rubin,,DIRECTOR;
6639,tm329262,Ned Beatty,,ACTOR;
1050,tm329262,Ernest Borgnine,,ACTOR;
145575,tm329262,Larry Gatlin,,ACTOR;
24129,tm329262,Ben Johnson,,ACTOR;
21714,tm329262,Mickey Rooney,,ACTOR;
10107,tm329262,Randy Travis,,ACTOR;
47490,tm329262,Billy Barty,,ACTOR;
21774,tm329262,Gloria DeHaven,,ACTOR;
102298,tm329262,Rupert Hitzig,,DIRECTOR;
64201,tm114830,Ajay Devgn,Arun Saxena,ACTOR;
64404,tm114830,Suniel Shetty,Inspector Vikram Singh,ACTOR;
69033,tm114830,Raveena Tandon,Sapna,ACTOR;
54349,tm114830,Gulshan Grover,Shankar Bihari,ACTOR;
69034,tm114830,Paresh Rawal,Mama Thakur,ACTOR;
63363,tm114830,Reema Lagoo,Mrs. Saxena,ACTOR;
14177,tm114830,Saeed Jaffrey,Police Commissioner,ACTOR;
197687,tm114830,Navneet Nishan,Jyoti,ACTOR;
69035,tm114830,Javed Khan,Havaldar Ram Singh,ACTOR;
134547,tm114830,Harry Baweja,,DIRECTOR;
57761,tm184335,Sunny Deol,Sunil Malhotra,ACTOR;
29760,tm184335,Juhi Chawla,Kiran Awasti,ACTOR;
38632,tm184335,Shah Rukh Khan,Rahul Mehra,ACTOR;
1345,tm184335,Anupam Kher,Vijay Awasti,ACTOR;
69482,tm184335,Tanvi Azmi,Poonam Awasthi,ACTOR;
64107,tm184335,Dalip Tahil,Captain Mehra,ACTOR;
"68634,tm184335,Annu Kapoor,""Vikram """"Vicky"""" Oberoi"",ACTOR";
104980,tm184335,Vikas Anand,The Psychiatrist,ACTOR;
63573,tm184335,Yash Chopra,,DIRECTOR;
62534,tm115537,Victoria Wood,Margaret,ACTOR;
4444,tm115537,Julie Walters,Pat,ACTOR;
4928,tm115537,Celia Imrie,Claire,ACTOR;
110365,tm115537,Duncan Preston,Jim,ACTOR;
75379,tm115537,Thora Hird,Jim's Mother,ACTOR;
114056,tm115537,Deborah Grant,Stella,ACTOR;
2029,tm115537,Don Henderson,Billy,ACTOR;
103833,tm115537,Shirley Stelfox,Vera,ACTOR;
41871,tm115537,Anne Reid,Maeve,ACTOR;
238606,tm115537,Julie Hesmondhalgh,Helper in Old Age Home,ACTOR;
72001,tm115537,Angela Curran,Lady in Motel,ACTOR;
174126,tm115537,Madge Hindle,Lady in Motel,ACTOR;
468667,tm115537,Lynda Rooke,Bella,ACTOR;
456540,tm115537,Jan Alphonse,Sue,ACTOR;
565296,tm115537,Gabrielle Blunt,Old Lady in Home,ACTOR;
817430,tm115537,Philip Lowrie,Martin - Warm Up Man,ACTOR;
51963,tm115537,Charles Pemberton,Porter,ACTOR;
663198,tm115537,Joane Hall,Vera - in Home,ACTOR;
1735435,tm115537,Robert Kingswell,Pete,ACTOR;
26794,tm115537,Sue Wallace,Nadia,ACTOR;
639387,tm115537,Frances Cox,Busybody,ACTOR;
1735279,tm115537,Adam Warner,Mr Scruton,ACTOR;
451552,tm115537,Roger Brierley,Hotel Manager,ACTOR;
19162,tm115537,Gemma Wardle,Emma Louise,ACTOR;
175488,tm115537,Tenniel Evans,Mr Lloyd,ACTOR;
72029,tm115537,Peter Lorenzelli,Stringer,ACTOR;
48959,tm115537,Helen Lindsay,Fan,ACTOR;
650503,tm115537,Vera Jakob,Fan,ACTOR;
423515,tm115537,Jeillo Edwards,Tea Bar Lady,ACTOR;
1735149,tm115537,Melissa Allen,Margaret Aged 2,ACTOR;
1734930,tm115537,Sammy-Jo Smith,Pat Aged 7,ACTOR;
142828,tm115537,Gavin Millar,,DIRECTOR;
4022,ts39642,Ed Begley Jr.,Harry Hopkins,ACTOR;
18462,ts39642,Jan Tříska,Vyacheslav Molotav,ACTOR;
1694,ts39642,Michael Caine,Joseph V. Stalin,ACTOR;
7002,ts39642,Bob Hoskins,Winston Churchill,ACTOR;
1699,ts39642,John Lithgow,Franklin Delano Roosevelt,ACTOR;
51476,ts39642,Joseph Sargent,,DIRECTOR;
175552,tm446769,Paul Mercurio,Troy,ACTOR;
9449,tm446769,Debi Mazar,Darcy,ACTOR;
24846,tm446769,RuPaul,Duke,ACTOR;
5956,tm446769,John Epperson,Harold,ACTOR;
43537,tm446769,Lisa Waltz,Bones,ACTOR;
4712,tm446769,Leland Orser,James,ACTOR;
18040,tm446769,Paul Bartel,Fred the Pharmacist,ACTOR;
454405,tm446769,Alan Boyce,,ACTOR;
3184,tm446769,Charles Winkler,,DIRECTOR;
382073,tm65492,Laila Dagher,Desi,ACTOR;
446199,tm65492,Danielle Pessis,R.J.,ACTOR;
446200,tm65492,Veronica Allen,Peyton,ACTOR;
7927,tm65492,Gary Imhoff,Cameron,ACTOR;
446201,tm65492,Sally Truitt,Melanie,ACTOR;
446204,tm65492,Tracy Bassett,Gaynor,ACTOR;
446202,tm65492,Tyler Binkley,Legget,ACTOR;
446203,tm65492,Jane Macfie,Morningside,ACTOR;
65420,tm65492,Chick Vennera,,DIRECTOR;
217335,tm65492,Gary Graver,,DIRECTOR;
125078,tm228721,Melissa Gilbert,Karen,ACTOR;
63861,tm228721,Patty Duke,Terry,ACTOR;
17993,tm228721,Bradley Pierce,Michael,ACTOR;
64223,tm228721,Markus Flanagan,Roger,ACTOR;
24065,tm228721,Lisa Banes,Ms. Tolbert,ACTOR;
15701,tm228721,Roger Aaron Brown,Eliot,ACTOR;
286909,tm228721,Peter Spears,Jeff,ACTOR;
14302,tm228721,Joe Chrest,Brandon Richards,ACTOR;
468652,tm228721,Christopher Conrad,Cody,ACTOR;
468653,tm228721,Terrie Snell,Jury Foreman,ACTOR;
25984,tm228721,Troy Evans,,ACTOR;
29815,tm228721,Shelley Morrison,,ACTOR;
6243,tm228721,Raye Birk,,ACTOR;
111989,tm228721,Michael Switzer,,DIRECTOR;
23055,tm49482,Louis Gossett Jr.,Inspector Frank Hughes,ACTOR;
22084,tm49482,Jonathan Silverman,Inspector Alex Urbina,ACTOR;
29673,tm49482,Samantha Ferris,Lauren Urbina,ACTOR;
5273,tm49482,Ty Olsson,Skell,ACTOR;
51425,tm49482,Tobias Mehler,Drew Carrigan,ACTOR;
159736,tm49482,Greg Thirloway,Inspecteur Hank Bridges,ACTOR;
25286,tm49482,JR Bourne,Dwayne,ACTOR;
85247,tm49482,Shaun Johnston,Sheriff Glover,ACTOR;
470015,tm49482,Laurie Paton,Susan Scott,ACTOR;
51814,tm49482,Doug Abrahams,Mailman,ACTOR;
113574,tm49482,Campbell Lane,Old Man,ACTOR;
87758,tm49482,Brad Turner,,DIRECTOR;
21134,tm791277,Charlotte Rampling,Sonya Davies,ACTOR;
12897,tm791277,Trevor Eve,Malcolm Iverson,ACTOR;
2161347,tm791277,Mandy Lomax,Tara James,ACTOR;
11511,tm791277,Steven Mackintosh,Simon,ACTOR;
2162317,tm791277,Juliette Caton,Fern,ACTOR;
24513,tm791277,Anna Massey,Rosemary,ACTOR;
79957,tm791277,Bruce Alexander,Mills,ACTOR;
72707,tm791277,Peter Wingfield,Pete,ACTOR;
422550,tm791277,Martin Wenner,Danny,ACTOR;
484522,tm791277,Lesley Nightingale,Trish,ACTOR;
431946,tm791277,Polly Moore,Sara,ACTOR;
2161682,tm791277,Shenagh Cameron,Pam,ACTOR;
2160662,tm791277,Fenton Gray,Colin,ACTOR;
694644,tm791277,Claudia Malkovich,Hysterical Lady,ACTOR;
811518,tm791277,Charlotte Bicknell,Andrea,ACTOR;
2288057,tm791277,Christopher Owen,Coroner,ACTOR;
962924,tm791277,Shirley King,Mrs. James,ACTOR;
677784,tm791277,Kate Fenwick,Kathy,ACTOR;
454707,tm791277,Robert Bierman,,DIRECTOR;
28541,tm28874,Joely Fisher,Lucy Hudson,ACTOR;
95200,tm28874,Rob Estes,Michael Nostrand,ACTOR;
84355,tm28874,Fintan McKeown,Garamond,ACTOR;
132815,tm28874,David Millbern,Agent Wilcox,ACTOR;
55393,tm28874,Michael C. Gwynne,Astrologer La Font,ACTOR;
107657,tm28874,Gene Davis,Bill MacNulty,ACTOR;
55833,tm28874,David Brown,Joe Pilton,ACTOR;
107661,tm28874,Michael Zelniker,John Doe,ACTOR;
390277,tm28874,Brent Fidler,Disciple Madoc,ACTOR;
48322,tm28874,Jonas Chernick,Apprentice Mercurin,ACTOR;
46782,tm28874,Joyce Krenz,Mrs. Cohen,ACTOR;
1260900,tm28874,Mandy Hochbaum,Lisa Pilton,ACTOR;
61769,tm28874,Guy Maddin,Waiter Joe,ACTOR;
36419,tm28874,John Bluethner,Music Teacher,ACTOR;
1261517,tm28874,Henry van Dijk,Torturer,ACTOR;
1261500,tm28874,James Pearce,Apprentice Torturer,ACTOR;
454029,tm28874,Mauralea Austin,Female FBI Agent,ACTOR;
446330,tm28874,Lee J. Campbell,Coroner,ACTOR;
66356,tm28874,Tibor Takács,,DIRECTOR;
21918,tm13149,Andy Lau,Wai Lok-Yan / Mandy,ACTOR;
68577,tm13149,Wu Chien-Lien,Crystal Lui,ACTOR;
57918,tm13149,Rosamund Kwan,Mona,ACTOR;
46080,tm13149,Paul Chun,Ray Lui,ACTOR;
52237,tm13149,David Chiang,Shang,ACTOR;
204461,tm13149,Ben Ng,Dog,ACTOR;
70314,tm13149,John Ching Tung,Major Bodar,ACTOR;
463195,tm13149,Parkman Wong,Officer Cheng,ACTOR;
463055,tm13149,Wong Kam-Kong,Military Officer,ACTOR;
209018,tm13149,William Ho Ka-Kui,General Buboei,ACTOR;
495286,tm13149,Phillip Ko,Wah,ACTOR;
147817,tm13149,Nam Yin,Ray's Man,ACTOR;
135766,tm13149,Four Tse,Ray's Bodyguard,ACTOR;
105088,tm13149,So Wai-Nam,Ray's Bodyguard,ACTOR;
15199,tm13149,George Cheung,Uncle Tung,ACTOR;
645919,tm13149,Van Darkholme,Killer,ACTOR;
20202,tm13149,Victor Wong,Uncle Nine,ACTOR;
47697,tm13149,Ron Yuan,Paul,ACTOR;
597602,tm13149,Ringo Lam,,DIRECTOR;
18078,tm128285,Shelley Long,Eileen Franklin Lipsker,ACTOR;
33882,tm128285,Helen Shaver,Elaine Tipton,ACTOR;
36724,tm128285,David McIlwraith,Barry Lipsker,ACTOR;
32840,tm128285,Sara Botsford,Janice,ACTOR;
120125,tm128285,Georgann Johnson,Dr. Terr,ACTOR;
16306,tm128285,Dean Stockwell,Det. Robert Morse,ACTOR;
"20200,tm128285,Duncan Fraser,""George Franklin, Sr."",ACTOR";
18415,tm128285,Paula Shaw,Leah,ACTOR;
149444,tm128285,Daryl Duke,,DIRECTOR;
25478,tm1926,Douglas Hodge,,ACTOR;
11120,tm1926,Jeremy Northam,,ACTOR;
128837,tm1926,Saira Todd,,ACTOR;
475603,tm1926,Clara Salaman,,ACTOR;
121310,tm1926,Julia Ford,,ACTOR;
475608,tm1926,Gordon Warnecke,,ACTOR;
635737,tm1926,Patricia Kerrigan,,ACTOR;
42442,tm1926,Philip Glenister,,ACTOR;
175324,tm1926,Jane Wymark,,ACTOR;
34425,tm1926,Nicholas Woodeson,,ACTOR;
7902,tm1926,Ben Chaplin,,ACTOR;
12914,tm1926,Ruth Sheen,,ACTOR;
94326,tm1926,Tim Fywell,,DIRECTOR;
93652,tm257120,Michael Landon,Jeff Hayes,ACTOR;
36909,tm257120,Barney Martin,Jack Hayes,ACTOR;
148693,tm257120,Casey Peterson,Cary Hayes,ACTOR;
182637,tm257120,Meg Wittner,Ellen,ACTOR;
91966,tm257120,David Spielberg,Paul Kramer,ACTOR;
150298,tm257120,Deborah Benson,Liz,ACTOR;
29048,tm257120,Luke Reilly,Martin Dunne,ACTOR;
45066,tm257120,David Kriegel,Robbo,ACTOR;
21628,tm257120,Eddie Jones,Det. Harry Boland,ACTOR;
139858,tm257120,Cynthia Geary,Crystal,ACTOR;
846992,tm257120,Jack Yates,Big Man in Bar,ACTOR;
294707,tm257120,Claude Earl Jones,Att. General Lindsay,ACTOR;
477794,tm257120,Christopher Morley,Man / Woman,ACTOR;
2079457,tm257120,Andrea Aal,Woman #1,ACTOR;
199396,tm257120,Vali Ashton,Woman #2,ACTOR;
301999,tm257120,Raymond Forchion,Warden Turner,ACTOR;
426410,tm257120,Katie Barberi,Barb,ACTOR;
15145,tm257120,Jennifer Landon,Jennifer Kramer,ACTOR;
2079294,tm257120,Shannon Macpherson,Shawna Kramer,ACTOR;
93652,tm257120,Michael Landon,,DIRECTOR;
6649,tm23434,Timothy Dalton,Fr. Willam Bowden,ACTOR;
27855,tm23434,Henry Czerny,Fr. Raymond McBride,ACTOR;
28398,tm23434,Jonathan Malen,Robbie Mannheim,ACTOR;
38309,tm23434,Michael Rhoades,Karl Mannheim,ACTOR;
96147,tm23434,Shannon Lawson,Phyllis Mannheim,ACTOR;
5783,tm23434,Christopher Plummer,Archbishop Hume,ACTOR;
413982,tm23434,Michael McLachlan,Halloran,ACTOR;
202300,tm23434,Richard Waugh,Reverend Eckhardt,ACTOR;
25415,tm23434,Deborah Drakeford,Mrs. Eckhardt,ACTOR;
25993,tm23434,Piper Laurie,Aunt Hanna,ACTOR;
19547,tm23434,Brad Borbridge,German Soldier,ACTOR;
11394,tm23434,Rob Tinkler,American Soldier,ACTOR;
22610,tm23434,Scott Wickware,Racist Cop,ACTOR;
116149,tm23434,Jefferson Mappin,Big Prisoner,ACTOR;
71334,tm23434,Nicholas Pasco,Jail Cop,ACTOR;
441920,tm23434,Sally Cahill,Robbie's Teacher,ACTOR;
441921,tm23434,Galen Dineen,School Bully,ACTOR;
429753,tm23434,Jamie Kerr,School Bully Larry,ACTOR;
12138,tm23434,Boyd Banks,Zealot,ACTOR;
4383,tm23434,Steven E. de Souza,,DIRECTOR;
11091,tm473597,Matthew Modine,Christopher Newman,ACTOR;
32363,tm473597,Diana Rigg,Madame de Bellegarde,ACTOR;
601755,tm473597,Aisling O'Sullivan,Claire De Cintré,ACTOR;
397625,tm473597,Paul Hickey,Henri de Bellegarde,ACTOR;
10278,tm473597,Andrew Scott,Valentin de Bellegarde,ACTOR;
35666,tm473597,Brenda Fricker,Mrs. Bread,ACTOR;
51014,tm473597,Eva Birthistle,Noemie Nioche,ACTOR;
382869,tm473597,Paul Unwin,,DIRECTOR;
21969,tm113284,Gary Busey,Cmdr. Bill McKay,ACTOR;
57738,tm113284,Billy Dee Williams,Adm. Jim Perry,ACTOR;
205465,tm113284,Billy Warlock,Bob Rogers,ACTOR;
595281,tm113284,Shaun Toub,Capt. Reza Lashgar,ACTOR;
25173,tm113284,Robert Miranda,Gregorov,ACTOR;
17837,tm113284,David Roberson,Lt. Dave Zamborski,ACTOR;
26104,tm113284,Barry Livingston,Dr. John Van Tasset,ACTOR;
59559,tm113284,Tim Abell,Cord,ACTOR;
133663,tm113284,Eric Lawson,Adm. Evans,ACTOR;
462697,tm113284,Tim Lounibos,Mack,ACTOR;
45456,tm113284,Matthew R. Anderson,PO Kaplan,ACTOR;
9787,tm113284,Larry Poindexter,Dobbins,ACTOR;
209772,tm113284,Anthony Griffith,Bernie,ACTOR;
442142,tm113284,Miranda Wolfe,Lt. Hickey,ACTOR;
24808,tm113284,Ahmed Ahmed,Lt. Noussavi,ACTOR;
2331478,tm113284,Curnal Achilles Aulisio,Pleshe,ACTOR;
359369,tm113284,Jeff Burnett ,Montiero,ACTOR;
339454,tm113284,Thomas R. Martin,Radio Operator,ACTOR;
398873,tm113284,William C. Martell,,DIRECTOR;
441508,tm113284,Rodney McDonald,,DIRECTOR;
67328,tm115820,Aparna Sen,,ACTOR;
437219,tm115820,Debashree Roy,,ACTOR;
368162,tm115820,Dipankar Dey,,ACTOR;
69228,tm115820,Prosenjit Chatterjee,,ACTOR;
69231,tm115820,Rituparno Ghosh,,DIRECTOR;
13499,tm55328,Michael Biehn,Roy McLean,ACTOR;
11249,tm55328,Roy Scheider,John Rockwell,ACTOR;
106560,tm55328,Shane Meier,Jesse McLean,ACTOR;
28753,tm55328,Kimberley Warnat,Lucinda 'Lucy' Rockwell,ACTOR;
19391,tm55328,Lynda Boyd,Anna McLean,ACTOR;
85247,tm55328,Shaun Johnston,Frank McLean,ACTOR;
233730,tm55328,Jade Pawluk,Clay Rockwell,ACTOR;
65117,tm55328,Don MacKay,Sonny LaFramboise,ACTOR;
7277,tm55328,John Hawkes,Randy,ACTOR;
280618,tm55328,Peter Svatek,,DIRECTOR;
38632,tm58893,Shah Rukh Khan,Bablu Chaudhary / Manu Dada,ACTOR;
29760,tm58893,Juhi Chawla,Sonia Kapoor,ACTOR;
63365,tm58893,Sonali Bendre,Lily,ACTOR;
64108,tm58893,Mohnish Behl,Ravi Lamba,ACTOR;
65837,tm58893,Tiku Talsania,Inspector R.K Thakur,ACTOR;
62784,tm58893,Sharat Saxena,Dhingra,ACTOR;
54349,tm58893,Gulshan Grover,Shalaku,ACTOR;
38633,tm58893,Kajol,Girl on railway station (Special Appearance),ACTOR;
104753,tm58893,Vishwajeet Pradhan,Tony (Special Appearance),ACTOR;
63304,tm58893,Farida Jalal,,ACTOR;
103843,tm58893,Mahesh Bhatt,,DIRECTOR;
7036,tm256778,Bob Peck,Percival Miller,ACTOR;
32970,tm256778,Janet McTeer,Riah Millican,ACTOR;
948,tm256778,Geraldine Somerville,Biddy Millican,ACTOR;
32979,tm256778,Jonathan Firth,Paul Gallmington,ACTOR;
593687,tm256778,David Hunt,Laurence Gallmington,ACTOR;
